Tissue	Stage	CNA_type	GeneA	GeneB	MutAFreq	CNAFreq	FreqMutB	NoMutA_WT_NoMutB	NoMutA_WT_MutB	MutA_WT_NoMutB	MutA_WT_MutB	NoMutA_CNA_NoMutB	NoMutA_CNA_MutB	MutA_CNA_NoMutB	MutA_CNA_MutB
Gynecologic	Primary	Loss	BRCA1	MLH1	0.0183423913043478	0.157608695652174	0.0129076086956522	1138	19	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	MRE11	0.0183423913043478	0.157608695652174	0.0122282608695652	1140	17	16	2	223	2	10	1
Gynecologic	Primary	Loss	BRCA1	MSH2	0.0183423913043478	0.157608695652174	0.0224184782608696	1127	30	13	5	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	MSH3	0.0183423913043478	0.157608695652174	0.0230978260869565	1125	32	14	4	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	MSH6	0.0183423913043478	0.157608695652174	0.0332880434782609	1110	47	14	4	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	MTOR	0.0183423913043478	0.157608695652174	0.0176630434782609	1134	23	16	2	222	3	10	1
Gynecologic	Primary	Loss	BRCA1	NBN	0.0183423913043478	0.157608695652174	0.0101902173913043	1142	15	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	NCOR1	0.0183423913043478	0.157608695652174	0.015625	1135	22	16	2	223	2	10	1
Gynecologic	Primary	Loss	BRCA1	NF1	0.0183423913043478	0.157608695652174	0.0577445652173913	1085	72	13	5	216	9	8	3
Gynecologic	Primary	Loss	BRCA1	NFE2L2	0.0183423913043478	0.157608695652174	0.0278532608695652	1120	37	15	3	223	2	10	1
Gynecologic	Primary	Loss	BRCA1	NOTCH2	0.0183423913043478	0.157608695652174	0.0129076086956522	1138	19	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	NOTCH3	0.0183423913043478	0.157608695652174	0.0115489130434783	1139	18	17	1	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	NOTCH4	0.0183423913043478	0.157608695652174	0.0129076086956522	1137	20	17	1	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	NRAS	0.0183423913043478	0.157608695652174	0.0197010869565217	1130	27	17	1	222	3	10	1
Gynecologic	Primary	Loss	BRCA1	NSD1	0.0183423913043478	0.157608695652174	0.031929347826087	1113	44	14	4	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	PBRM1	0.0183423913043478	0.157608695652174	0.0129076086956522	1140	17	15	3	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	PIK3CA	0.0183423913043478	0.157608695652174	0.35258152173913	699	458	13	5	183	42	9	2
Gynecologic	Primary	Loss	BRCA1	PIK3R1	0.0183423913043478	0.157608695652174	0.165760869565217	932	225	15	3	213	12	10	1
Gynecologic	Primary	Loss	BRCA1	POLE	0.0183423913043478	0.157608695652174	0.0421195652173913	1099	58	12	6	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	PPM1D	0.0183423913043478	0.157608695652174	0.0101902173913043	1142	15	17	1	223	2	10	1
Gynecologic	Primary	Loss	BRCA1	PPP2R1A	0.0183423913043478	0.157608695652174	0.0842391304347826	1066	91	17	1	197	28	10	1
Gynecologic	Primary	Loss	BRCA1	PTCH1	0.0183423913043478	0.157608695652174	0.0190217391304348	1132	25	16	2	222	3	10	1
Gynecologic	Primary	Loss	BRCA1	PTEN	0.0183423913043478	0.157608695652174	0.371603260869565	637	520	10	8	208	17	10	1
Gynecologic	Primary	Loss	BRCA1	PTPRD	0.0183423913043478	0.157608695652174	0.0169836956521739	1133	24	15	3	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	PTPRS	0.0183423913043478	0.157608695652174	0.0142663043478261	1136	21	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	PTPRT	0.0183423913043478	0.157608695652174	0.0176630434782609	1136	21	14	4	221	4	10	1
Gynecologic	Primary	Loss	BRCA1	RAD50	0.0183423913043478	0.157608695652174	0.0101902173913043	1143	14	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	RASA1	0.0183423913043478	0.157608695652174	0.0326086956521739	1111	46	14	4	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	RB1	0.0183423913043478	0.157608695652174	0.0414402173913043	1109	48	14	4	215	10	10	1
Gynecologic	Primary	Loss	BRCA1	RNF43	0.0183423913043478	0.157608695652174	0.0543478260869565	1079	78	16	2	223	2	10	1
Gynecologic	Primary	Loss	BRCA1	RRAS2	0.0183423913043478	0.157608695652174	0.0258152173913043	1121	36	17	1	221	4	10	1
Gynecologic	Primary	Loss	BRCA1	RUNX1	0.0183423913043478	0.157608695652174	0.014945652173913	1135	22	17	1	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SETD2	0.0183423913043478	0.157608695652174	0.0176630434782609	1134	23	14	4	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SMAD2	0.0183423913043478	0.157608695652174	0.0101902173913043	1142	15	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SMARCA4	0.0183423913043478	0.157608695652174	0.0129076086956522	1138	19	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SOX17	0.0183423913043478	0.157608695652174	0.0292119565217391	1115	42	17	1	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SOX9	0.0183423913043478	0.157608695652174	0.0129076086956522	1138	19	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SPEN	0.0183423913043478	0.157608695652174	0.0197010869565217	1132	25	14	4	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	SPOP	0.0183423913043478	0.157608695652174	0.0278532608695652	1120	37	17	1	221	4	10	1
Gynecologic	Primary	Loss	BRCA1	STAG2	0.0183423913043478	0.157608695652174	0.0115489130434783	1141	16	16	2	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	TERT	0.0183423913043478	0.157608695652174	0.0278532608695652	1125	32	17	1	221	4	10	1
Gynecologic	Primary	Loss	BRCA1	TP53	0.0183423913043478	0.157608695652174	0.514945652173913	679	478	6	12	10	215	1	10
Gynecologic	Primary	Loss	BRCA1	TP53BP1	0.0183423913043478	0.157608695652174	0.016304347826087	1135	22	15	3	223	2	10	1
Gynecologic	Primary	Loss	BRCA1	TSC1	0.0183423913043478	0.157608695652174	0.0101902173913043	1143	14	17	1	222	3	10	1
Gynecologic	Primary	Loss	BRCA1	TSC2	0.0183423913043478	0.157608695652174	0.0129076086956522	1142	15	16	2	220	5	10	1
Gynecologic	Primary	Loss	BRCA1	U2AF1	0.0183423913043478	0.157608695652174	0.0101902173913043	1141	16	17	1	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	XPO1	0.0183423913043478	0.157608695652174	0.0122282608695652	1140	17	15	3	224	1	10	1
Gynecologic	Primary	Loss	BRCA1	ZFHX3	0.0183423913043478	0.157608695652174	0.078125	1050	107	15	3	219	6	10	1
Gynecologic	Primary	Loss	RB1	AKT1	0.0414402173913043	0.191576086956522	0.0217391304347826	1080	29	41	2	261	3	20	2
Gynecologic	Primary	Loss	RB1	ANKRD11	0.0414402173913043	0.191576086956522	0.016304347826087	1085	24	41	2	263	1	21	1
Gynecologic	Primary	Loss	RB1	APC	0.0414402173913043	0.191576086956522	0.03125	1072	37	35	8	261	3	20	2
Gynecologic	Primary	Loss	RB1	ARID1A	0.0414402173913043	0.191576086956522	0.30366847826087	714	395	20	23	238	26	18	4
Gynecologic	Primary	Loss	RB1	ARID1B	0.0414402173913043	0.191576086956522	0.0332880434782609	1066	43	38	5	260	4	21	1
Gynecologic	Primary	Loss	RB1	ARID5B	0.0414402173913043	0.191576086956522	0.0366847826086957	1061	48	35	8	263	1	21	1
Gynecologic	Primary	Loss	RB1	ASXL1	0.0414402173913043	0.191576086956522	0.0135869565217391	1094	15	40	3	261	3	19	3
Gynecologic	Primary	Loss	RB1	ASXL2	0.0414402173913043	0.191576086956522	0.0101902173913043	1095	14	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	ATM	0.0414402173913043	0.191576086956522	0.0563858695652174	1040	69	29	14	262	2	20	2
Gynecologic	Primary	Loss	RB1	ATR	0.0414402173913043	0.191576086956522	0.0210597826086957	1085	24	36	7	261	3	21	1
Gynecologic	Primary	Loss	RB1	ATRX	0.0414402173913043	0.191576086956522	0.03125	1074	35	32	11	262	2	20	2
Gynecologic	Primary	Loss	RB1	AXIN2	0.0414402173913043	0.191576086956522	0.0101902173913043	1094	15	41	2	263	1	21	1
Gynecologic	Primary	Loss	RB1	BCOR	0.0414402173913043	0.191576086956522	0.0686141304347826	1021	88	32	11	261	3	19	3
Gynecologic	Primary	Loss	RB1	BLM	0.0414402173913043	0.191576086956522	0.0129076086956522	1092	17	39	4	263	1	21	1
Gynecologic	Primary	Loss	RB1	BRCA1	0.0414402173913043	0.191576086956522	0.0183423913043478	1096	13	39	4	252	12	21	1
Gynecologic	Primary	Loss	RB1	BRCA2	0.0414402173913043	0.191576086956522	0.0292119565217391	1077	32	33	10	261	3	21	1
Gynecologic	Primary	Loss	RB1	CASP8	0.0414402173913043	0.191576086956522	0.0258152173913043	1081	28	34	9	260	4	21	1
Gynecologic	Primary	Loss	RB1	CCND1	0.0414402173913043	0.191576086956522	0.0244565217391304	1072	37	42	1	263	1	21	1
Gynecologic	Primary	Loss	RB1	CDK12	0.0414402173913043	0.191576086956522	0.0115489130434783	1095	14	41	2	260	4	21	1
Gynecologic	Primary	Loss	RB1	CIC	0.0414402173913043	0.191576086956522	0.0237771739130435	1078	31	38	5	262	2	21	1
Gynecologic	Primary	Loss	RB1	CREBBP	0.0414402173913043	0.191576086956522	0.0264945652173913	1077	32	38	5	259	5	21	1
Gynecologic	Primary	Loss	RB1	CTCF	0.0414402173913043	0.191576086956522	0.110054347826087	964	145	26	17	261	3	21	1
Gynecologic	Primary	Loss	RB1	CTNNB1	0.0414402173913043	0.191576086956522	0.105978260869565	958	151	40	3	260	4	20	2
Gynecologic	Primary	Loss	RB1	DICER1	0.0414402173913043	0.191576086956522	0.016304347826087	1089	20	38	5	263	1	21	1
Gynecologic	Primary	Loss	RB1	DIS3	0.0414402173913043	0.191576086956522	0.016304347826087	1091	18	36	7	262	2	21	1
Gynecologic	Primary	Loss	RB1	EGFR	0.0414402173913043	0.191576086956522	0.0108695652173913	1095	14	39	4	263	1	21	1
Gynecologic	Primary	Loss	RB1	EP300	0.0414402173913043	0.191576086956522	0.0271739130434783	1081	28	34	9	259	5	21	1
Gynecologic	Primary	Loss	RB1	EPHA3	0.0414402173913043	0.191576086956522	0.0101902173913043	1095	14	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	EPHA7	0.0414402173913043	0.191576086956522	0.0108695652173913	1094	15	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	ERBB2	0.0414402173913043	0.191576086956522	0.0203804347826087	1082	27	40	3	261	3	21	1
Gynecologic	Primary	Loss	RB1	ERBB3	0.0414402173913043	0.191576086956522	0.0244565217391304	1081	28	37	6	260	4	21	1
Gynecologic	Primary	Loss	RB1	ERRFI1	0.0414402173913043	0.191576086956522	0.014945652173913	1090	19	39	4	263	1	21	1
Gynecologic	Primary	Loss	RB1	ESR1	0.0414402173913043	0.191576086956522	0.0142663043478261	1089	20	42	1	261	3	21	1
Gynecologic	Primary	Loss	RB1	FAT1	0.0414402173913043	0.191576086956522	0.0387228260869565	1062	47	35	8	261	3	20	2
Gynecologic	Primary	Loss	RB1	FBXW7	0.0414402173913043	0.191576086956522	0.10054347826087	987	122	33	10	248	16	20	2
Gynecologic	Primary	Loss	RB1	FGFR2	0.0414402173913043	0.191576086956522	0.063179347826087	1027	82	36	7	259	5	21	1
Gynecologic	Primary	Loss	RB1	FOXP1	0.0414402173913043	0.191576086956522	0.0135869565217391	1093	16	37	6	263	1	21	1
Gynecologic	Primary	Loss	RB1	FUBP1	0.0414402173913043	0.191576086956522	0.0129076086956522	1090	19	42	1	262	2	21	1
Gynecologic	Primary	Loss	RB1	HNF1A	0.0414402173913043	0.191576086956522	0.0122282608695652	1092	17	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	INPP4B	0.0414402173913043	0.191576086956522	0.0129076086956522	1095	14	36	7	263	1	21	1
Gynecologic	Primary	Loss	RB1	INPPL1	0.0414402173913043	0.191576086956522	0.0604619565217391	1027	82	35	8	263	1	20	2
Gynecologic	Primary	Loss	RB1	JAK1	0.0414402173913043	0.191576086956522	0.0604619565217391	1027	82	35	8	262	2	21	1
Gynecologic	Primary	Loss	RB1	KDM5C	0.0414402173913043	0.191576086956522	0.0115489130434783	1097	12	38	5	261	3	21	1
Gynecologic	Primary	Loss	RB1	KMT2A	0.0414402173913043	0.191576086956522	0.0197010869565217	1088	21	36	7	262	2	20	2
Gynecologic	Primary	Loss	RB1	KMT2B	0.0414402173913043	0.191576086956522	0.0638586956521739	1023	86	36	7	262	2	19	3
Gynecologic	Primary	Loss	RB1	KMT2C	0.0414402173913043	0.191576086956522	0.0360054347826087	1071	38	32	11	257	7	21	1
Gynecologic	Primary	Loss	RB1	KMT2D	0.0414402173913043	0.191576086956522	0.077445652173913	1014	95	32	11	255	9	20	2
Gynecologic	Primary	Loss	RB1	KRAS	0.0414402173913043	0.191576086956522	0.139945652173913	921	188	37	6	252	12	21	1
Gynecologic	Primary	Loss	RB1	LATS1	0.0414402173913043	0.191576086956522	0.0190217391304348	1090	19	38	5	259	5	20	2
Gynecologic	Primary	Loss	RB1	MAP3K1	0.0414402173913043	0.191576086956522	0.0230978260869565	1085	24	34	9	261	3	20	2
Gynecologic	Primary	Loss	RB1	MED12	0.0414402173913043	0.191576086956522	0.0387228260869565	1059	50	38	5	259	5	21	1
Gynecologic	Primary	Loss	RB1	MGA	0.0414402173913043	0.191576086956522	0.0278532608695652	1078	31	36	7	261	3	20	2
Gynecologic	Primary	Loss	RB1	MLH1	0.0414402173913043	0.191576086956522	0.0129076086956522	1091	18	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	MRE11	0.0414402173913043	0.191576086956522	0.0122282608695652	1093	16	40	3	262	2	21	1
Gynecologic	Primary	Loss	RB1	MSH2	0.0414402173913043	0.191576086956522	0.0224184782608696	1080	29	37	6	263	1	21	1
Gynecologic	Primary	Loss	RB1	MSH3	0.0414402173913043	0.191576086956522	0.0230978260869565	1079	30	37	6	263	1	21	1
Gynecologic	Primary	Loss	RB1	MSH6	0.0414402173913043	0.191576086956522	0.0332880434782609	1071	38	31	12	263	1	20	2
Gynecologic	Primary	Loss	RB1	MTOR	0.0414402173913043	0.191576086956522	0.0176630434782609	1086	23	40	3	261	3	21	1
Gynecologic	Primary	Loss	RB1	NBN	0.0414402173913043	0.191576086956522	0.0101902173913043	1095	14	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	NCOR1	0.0414402173913043	0.191576086956522	0.015625	1090	19	38	5	262	2	21	1
Gynecologic	Primary	Loss	RB1	NF1	0.0414402173913043	0.191576086956522	0.0577445652173913	1048	61	29	14	255	9	17	5
Gynecologic	Primary	Loss	RB1	NFE2L2	0.0414402173913043	0.191576086956522	0.0278532608695652	1073	36	39	4	260	4	21	1
Gynecologic	Primary	Loss	RB1	NOTCH2	0.0414402173913043	0.191576086956522	0.0129076086956522	1091	18	41	2	262	2	21	1
Gynecologic	Primary	Loss	RB1	NOTCH3	0.0414402173913043	0.191576086956522	0.0115489130434783	1092	17	42	1	262	2	21	1
Gynecologic	Primary	Loss	RB1	NOTCH4	0.0414402173913043	0.191576086956522	0.0129076086956522	1092	17	40	3	262	2	21	1
Gynecologic	Primary	Loss	RB1	NRAS	0.0414402173913043	0.191576086956522	0.0197010869565217	1082	27	41	2	261	3	21	1
Gynecologic	Primary	Loss	RB1	NSD1	0.0414402173913043	0.191576086956522	0.031929347826087	1068	41	36	7	262	2	21	1
Gynecologic	Primary	Loss	RB1	PBRM1	0.0414402173913043	0.191576086956522	0.0129076086956522	1091	18	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	PIK3CA	0.0414402173913043	0.191576086956522	0.35258152173913	663	446	16	27	227	37	18	4
Gynecologic	Primary	Loss	RB1	PIK3R1	0.0414402173913043	0.191576086956522	0.165760869565217	904	205	25	18	246	18	19	3
Gynecologic	Primary	Loss	RB1	POLE	0.0414402173913043	0.191576086956522	0.0421195652173913	1061	48	27	16	263	1	21	1
Gynecologic	Primary	Loss	RB1	PPM1D	0.0414402173913043	0.191576086956522	0.0101902173913043	1095	14	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	PPP2R1A	0.0414402173913043	0.191576086956522	0.0842391304347826	1014	95	39	4	247	17	21	1
Gynecologic	Primary	Loss	RB1	PTCH1	0.0414402173913043	0.191576086956522	0.0190217391304348	1087	22	39	4	260	4	20	2
Gynecologic	Primary	Loss	RB1	PTEN	0.0414402173913043	0.191576086956522	0.371603260869565	615	494	11	32	244	20	18	4
Gynecologic	Primary	Loss	RB1	PTPRD	0.0414402173913043	0.191576086956522	0.0169836956521739	1091	18	35	8	263	1	20	2
Gynecologic	Primary	Loss	RB1	PTPRS	0.0414402173913043	0.191576086956522	0.0142663043478261	1092	17	37	6	263	1	21	1
Gynecologic	Primary	Loss	RB1	PTPRT	0.0414402173913043	0.191576086956522	0.0176630434782609	1090	19	38	5	260	4	21	1
Gynecologic	Primary	Loss	RB1	RAD50	0.0414402173913043	0.191576086956522	0.0101902173913043	1098	11	39	4	261	3	21	1
Gynecologic	Primary	Loss	RB1	RASA1	0.0414402173913043	0.191576086956522	0.0326086956521739	1070	39	36	7	260	4	20	2
Gynecologic	Primary	Loss	RB1	RNF43	0.0414402173913043	0.191576086956522	0.0543478260869565	1037	72	37	6	260	4	20	2
Gynecologic	Primary	Loss	RB1	RRAS2	0.0414402173913043	0.191576086956522	0.0258152173913043	1074	35	39	4	262	2	21	1
Gynecologic	Primary	Loss	RB1	RUNX1	0.0414402173913043	0.191576086956522	0.014945652173913	1092	17	37	6	262	2	21	1
Gynecologic	Primary	Loss	RB1	SETD2	0.0414402173913043	0.191576086956522	0.0176630434782609	1087	22	38	5	262	2	21	1
Gynecologic	Primary	Loss	RB1	SMAD2	0.0414402173913043	0.191576086956522	0.0101902173913043	1100	9	35	8	263	1	21	1
Gynecologic	Primary	Loss	RB1	SMARCA4	0.0414402173913043	0.191576086956522	0.0129076086956522	1095	14	36	7	263	1	21	1
Gynecologic	Primary	Loss	RB1	SOX17	0.0414402173913043	0.191576086956522	0.0292119565217391	1068	41	41	2	261	3	21	1
Gynecologic	Primary	Loss	RB1	SOX9	0.0414402173913043	0.191576086956522	0.0129076086956522	1091	18	40	3	263	1	21	1
Gynecologic	Primary	Loss	RB1	SPEN	0.0414402173913043	0.191576086956522	0.0197010869565217	1084	25	38	5	263	1	21	1
Gynecologic	Primary	Loss	RB1	SPOP	0.0414402173913043	0.191576086956522	0.0278532608695652	1075	34	40	3	259	5	19	3
Gynecologic	Primary	Loss	RB1	STAG2	0.0414402173913043	0.191576086956522	0.0115489130434783	1098	11	36	7	263	1	21	1
Gynecologic	Primary	Loss	RB1	TERT	0.0414402173913043	0.191576086956522	0.0278532608695652	1077	32	40	3	258	6	18	4
Gynecologic	Primary	Loss	RB1	TP53	0.0414402173913043	0.191576086956522	0.514945652173913	634	475	24	19	48	216	5	17
Gynecologic	Primary	Loss	RB1	TP53BP1	0.0414402173913043	0.191576086956522	0.016304347826087	1091	18	36	7	262	2	21	1
Gynecologic	Primary	Loss	RB1	TSC1	0.0414402173913043	0.191576086956522	0.0101902173913043	1096	13	40	3	263	1	20	2
Gynecologic	Primary	Loss	RB1	TSC2	0.0414402173913043	0.191576086956522	0.0129076086956522	1098	11	37	6	260	4	21	1
Gynecologic	Primary	Loss	RB1	U2AF1	0.0414402173913043	0.191576086956522	0.0101902173913043	1094	15	41	2	263	1	21	1
Gynecologic	Primary	Loss	RB1	XPO1	0.0414402173913043	0.191576086956522	0.0122282608695652	1095	14	37	6	263	1	21	1
Gynecologic	Primary	Loss	RB1	ZFHX3	0.0414402173913043	0.191576086956522	0.078125	1011	98	29	14	260	4	21	1
Gynecologic	Primary	Loss	TP53	AKT1	0.514945652173913	0.247961956521739	0.0217391304347826	643	28	406	2	41	1	322	5
Gynecologic	Primary	Loss	TP53	ANKRD11	0.514945652173913	0.247961956521739	0.016304347826087	650	21	403	5	41	1	326	1
Gynecologic	Primary	Loss	TP53	APC	0.514945652173913	0.247961956521739	0.03125	642	29	392	16	41	1	325	2
Gynecologic	Primary	Loss	TP53	ARID1A	0.514945652173913	0.247961956521739	0.30366847826087	326	345	338	70	29	13	307	20
Gynecologic	Primary	Loss	TP53	ARID1B	0.514945652173913	0.247961956521739	0.0332880434782609	635	36	399	9	40	2	321	6
Gynecologic	Primary	Loss	TP53	ARID5B	0.514945652173913	0.247961956521739	0.0366847826086957	626	45	398	10	41	1	325	2
Gynecologic	Primary	Loss	TP53	ASXL1	0.514945652173913	0.247961956521739	0.0135869565217391	653	18	404	4	41	1	326	1
Gynecologic	Primary	Loss	TP53	ASXL2	0.514945652173913	0.247961956521739	0.0101902173913043	663	8	400	8	40	2	326	1
Gynecologic	Primary	Loss	TP53	ATM	0.514945652173913	0.247961956521739	0.0563858695652174	613	58	383	25	41	1	325	2
Gynecologic	Primary	Loss	TP53	ATR	0.514945652173913	0.247961956521739	0.0210597826086957	651	20	395	13	41	1	326	1
Gynecologic	Primary	Loss	TP53	ATRX	0.514945652173913	0.247961956521739	0.03125	643	28	390	18	40	2	325	2
Gynecologic	Primary	Loss	TP53	AXIN2	0.514945652173913	0.247961956521739	0.0101902173913043	658	13	404	4	41	1	326	1
Gynecologic	Primary	Loss	TP53	BCOR	0.514945652173913	0.247961956521739	0.0686141304347826	585	86	397	11	40	2	321	6
Gynecologic	Primary	Loss	TP53	BLM	0.514945652173913	0.247961956521739	0.0129076086956522	658	13	400	8	41	1	326	1
Gynecologic	Primary	Loss	TP53	BRCA1	0.514945652173913	0.247961956521739	0.0183423913043478	665	6	395	13	41	1	316	11
Gynecologic	Primary	Loss	TP53	BRCA2	0.514945652173913	0.247961956521739	0.0292119565217391	648	23	393	15	40	2	322	5
Gynecologic	Primary	Loss	TP53	CASP8	0.514945652173913	0.247961956521739	0.0258152173913043	651	20	392	16	40	2	323	4
Gynecologic	Primary	Loss	TP53	CCND1	0.514945652173913	0.247961956521739	0.0244565217391304	639	32	402	6	41	1	326	1
Gynecologic	Primary	Loss	TP53	CDK12	0.514945652173913	0.247961956521739	0.0115489130434783	665	6	398	10	41	1	323	4
Gynecologic	Primary	Loss	TP53	CIC	0.514945652173913	0.247961956521739	0.0237771739130435	647	24	396	12	41	1	325	2
Gynecologic	Primary	Loss	TP53	CREBBP	0.514945652173913	0.247961956521739	0.0264945652173913	648	23	392	16	41	1	324	3
Gynecologic	Primary	Loss	TP53	CTCF	0.514945652173913	0.247961956521739	0.110054347826087	536	135	381	27	40	2	325	2
Gynecologic	Primary	Loss	TP53	CTNNB1	0.514945652173913	0.247961956521739	0.105978260869565	529	142	396	12	39	3	325	2
Gynecologic	Primary	Loss	TP53	DICER1	0.514945652173913	0.247961956521739	0.016304347826087	658	13	398	10	41	1	323	4
Gynecologic	Primary	Loss	TP53	DIS3	0.514945652173913	0.247961956521739	0.016304347826087	658	13	396	12	41	1	325	2
Gynecologic	Primary	Loss	TP53	EGFR	0.514945652173913	0.247961956521739	0.0108695652173913	657	14	404	4	41	1	326	1
Gynecologic	Primary	Loss	TP53	EP300	0.514945652173913	0.247961956521739	0.0271739130434783	645	26	394	14	41	1	324	3
Gynecologic	Primary	Loss	TP53	EPHA3	0.514945652173913	0.247961956521739	0.0101902173913043	663	8	400	8	41	1	325	2
Gynecologic	Primary	Loss	TP53	EPHA7	0.514945652173913	0.247961956521739	0.0108695652173913	662	9	400	8	40	2	326	1
Gynecologic	Primary	Loss	TP53	ERBB2	0.514945652173913	0.247961956521739	0.0203804347826087	650	21	400	8	41	1	323	4
Gynecologic	Primary	Loss	TP53	ERBB3	0.514945652173913	0.247961956521739	0.0244565217391304	646	25	397	11	41	1	324	3
Gynecologic	Primary	Loss	TP53	ERRFI1	0.514945652173913	0.247961956521739	0.014945652173913	658	13	401	7	41	1	323	4
Gynecologic	Primary	Loss	TP53	ESR1	0.514945652173913	0.247961956521739	0.0142663043478261	650	21	407	1	41	1	325	2
Gynecologic	Primary	Loss	TP53	FAT1	0.514945652173913	0.247961956521739	0.0387228260869565	635	36	387	21	41	1	324	3
Gynecologic	Primary	Loss	TP53	FBXW7	0.514945652173913	0.247961956521739	0.10054347826087	605	66	359	49	36	6	298	29
Gynecologic	Primary	Loss	TP53	FGFR2	0.514945652173913	0.247961956521739	0.063179347826087	599	72	392	16	40	2	321	6
Gynecologic	Primary	Loss	TP53	FOXP1	0.514945652173913	0.247961956521739	0.0135869565217391	653	18	404	4	41	1	326	1
Gynecologic	Primary	Loss	TP53	FUBP1	0.514945652173913	0.247961956521739	0.0129076086956522	655	16	403	5	41	1	326	1
Gynecologic	Primary	Loss	TP53	HNF1A	0.514945652173913	0.247961956521739	0.0122282608695652	658	13	402	6	41	1	325	2
Gynecologic	Primary	Loss	TP53	INPP4B	0.514945652173913	0.247961956521739	0.0129076086956522	658	13	401	7	41	1	325	2
Gynecologic	Primary	Loss	TP53	INPPL1	0.514945652173913	0.247961956521739	0.0604619565217391	597	74	394	14	40	2	325	2
Gynecologic	Primary	Loss	TP53	JAK1	0.514945652173913	0.247961956521739	0.0604619565217391	598	73	392	16	40	2	326	1
Gynecologic	Primary	Loss	TP53	KDM5C	0.514945652173913	0.247961956521739	0.0115489130434783	665	6	399	9	41	1	323	4
Gynecologic	Primary	Loss	TP53	KMT2A	0.514945652173913	0.247961956521739	0.0197010869565217	657	14	395	13	40	2	323	4
Gynecologic	Primary	Loss	TP53	KMT2B	0.514945652173913	0.247961956521739	0.0638586956521739	595	76	389	19	41	1	326	1
Gynecologic	Primary	Loss	TP53	KMT2C	0.514945652173913	0.247961956521739	0.0360054347826087	641	30	389	19	39	3	323	4
Gynecologic	Primary	Loss	TP53	KMT2D	0.514945652173913	0.247961956521739	0.077445652173913	584	87	389	19	37	5	320	7
Gynecologic	Primary	Loss	TP53	KRAS	0.514945652173913	0.247961956521739	0.139945652173913	513	158	377	31	37	5	315	12
Gynecologic	Primary	Loss	TP53	LATS1	0.514945652173913	0.247961956521739	0.0190217391304348	654	17	401	7	39	3	322	5
Gynecologic	Primary	Loss	TP53	MAP3K1	0.514945652173913	0.247961956521739	0.0230978260869565	648	23	397	11	41	1	324	3
Gynecologic	Primary	Loss	TP53	MED12	0.514945652173913	0.247961956521739	0.0387228260869565	630	41	396	12	41	1	321	6
Gynecologic	Primary	Loss	TP53	MGA	0.514945652173913	0.247961956521739	0.0278532608695652	645	26	394	14	41	1	323	4
Gynecologic	Primary	Loss	TP53	MLH1	0.514945652173913	0.247961956521739	0.0129076086956522	659	12	400	8	41	1	325	2
Gynecologic	Primary	Loss	TP53	MRE11	0.514945652173913	0.247961956521739	0.0122282608695652	657	14	402	6	41	1	326	1
Gynecologic	Primary	Loss	TP53	MSH2	0.514945652173913	0.247961956521739	0.0224184782608696	645	26	399	9	41	1	326	1
Gynecologic	Primary	Loss	TP53	MSH3	0.514945652173913	0.247961956521739	0.0230978260869565	643	28	400	8	41	1	326	1
Gynecologic	Primary	Loss	TP53	MSH6	0.514945652173913	0.247961956521739	0.0332880434782609	639	32	389	19	41	1	326	1
Gynecologic	Primary	Loss	TP53	MTOR	0.514945652173913	0.247961956521739	0.0176630434782609	653	18	400	8	41	1	324	3
Gynecologic	Primary	Loss	TP53	NBN	0.514945652173913	0.247961956521739	0.0101902173913043	662	9	400	8	41	1	326	1
