Tissue	Subtype	State	Gene	Function	MutFreq	LossFreq	GainFreq	NoMutLoss	MutLoss	NoMutWT	MutWT	NoMutGain	MutGain
Genitourinary	TGCT-non-SEM	Metastasis	NRAS	OG	0.027027027027027	0.135135135135135	0.0810810810810811	15	2	87	2	9	2
Genitourinary	TGCT-non-SEM	Metastasis	PIK3CA	OG	0.018018018018018	0.0540540540540541	0.162162162162162	7	1	87	2	18	2
Genitourinary	TGCT-non-SEM	Metastasis	PTEN	TSG	0.018018018018018	0.144144144144144	0.018018018018018	17	1	93	2	2	2
Genitourinary	TGCT-non-SEM	Metastasis	RAC1	OG	0.027027027027027	0.018018018018018	0.27027027027027	3	1	78	3	30	2
Genitourinary	TGCT-non-SEM	Metastasis	TP53	TSG	0.045045045045045	0.0720720720720721	0.108108108108108	8	2	89	4	12	2
Genitourinary	TGCT-SEM	Primary	AKT1	OG	0.0163934426229508	0.0819672131147541	0.114754098360656	6	1	49	2	8	1
Genitourinary	TGCT-SEM	Primary	CBL	TSG	0.0163934426229508	0.721311475409836	0	45	1	17	2	1	1
Genitourinary	TGCT-SEM	Primary	CREBBP	TSG	0.0163934426229508	0.147540983606557	0.0163934426229508	10	1	51	2	2	1
Genitourinary	TGCT-SEM	Primary	FGFR2	OG	0.0163934426229508	0.163934426229508	0.0163934426229508	11	1	50	2	2	1
Genitourinary	TGCT-SEM	Primary	KIT	OG	0.213114754098361	0.360655737704918	0.131147540983607	21	3	26	7	4	6
Genitourinary	TGCT-SEM	Primary	KMT2D	TSG	0.0327868852459016	0	0.426229508196721	1	1	36	1	25	3
Genitourinary	TGCT-SEM	Primary	KRAS	OG	0.180327868852459	0	0.819672131147541	1	1	10	3	42	10
Genitourinary	TGCT-SEM	Primary	MTOR	OG	0.0163934426229508	0.131147540983607	0.0819672131147541	8	2	49	1	6	1
Genitourinary	TGCT-SEM	Primary	NRAS	OG	0.0655737704918033	0.114754098360656	0.0163934426229508	8	1	50	5	2	1
Genitourinary	TGCT-SEM	Primary	NSD1	DFG	0.0163934426229508	0.409836065573771	0.0327868852459016	26	1	34	2	3	1
Genitourinary	TGCT-SEM	Primary	PIK3R2	TSG	0.0163934426229508	0	0.360655737704918	1	1	40	1	22	2
Genitourinary	TGCT-SEM	Primary	RAC1	OG	0.0819672131147541	0	0.639344262295082	1	1	22	2	36	5
Genitourinary	TGCT-SEM	Metastasis	BRAF	OG	0.0277777777777778	0.166666666666667	0.0833333333333333	6	2	28	1	4	1
Genitourinary	TGCT-SEM	Metastasis	EP300	TSG	0.0277777777777778	0.0833333333333333	0.111111111111111	4	1	29	2	5	1
Genitourinary	TGCT-SEM	Metastasis	GNAQ	OG	0.0277777777777778	0.222222222222222	0	9	1	28	2	1	1
Genitourinary	TGCT-SEM	Metastasis	KIT	OG	0.0833333333333333	0.277777777777778	0.0833333333333333	11	1	22	3	3	2
Genitourinary	TGCT-SEM	Metastasis	KRAS	OG	0.166666666666667	0	0.666666666666667	1	1	9	5	23	3
Genitourinary	TGCT-SEM	Metastasis	LATS2	TSG	0.0277777777777778	0.361111111111111	0	14	1	23	2	1	1
Genitourinary	TGCT-SEM	Metastasis	RAC1	OG	0.0555555555555556	0	0.527777777777778	1	1	18	1	18	3
Genitourinary	UTUC	Primary	AKT1	OG	0.02	0.106666666666667	0.02	16	2	130	3	4	1
Genitourinary	UTUC	Primary	APC	TSG	0.0133333333333333	0.14	0.0333333333333333	22	1	123	3	6	1
Genitourinary	UTUC	Primary	ARID1B	TSG	0.04	0.166666666666667	0.0133333333333333	26	1	118	7	3	1
Genitourinary	UTUC	Primary	ARID5B	TSG	0.0133333333333333	0.126666666666667	0.0533333333333333	20	1	122	3	9	1
Genitourinary	UTUC	Primary	ASXL1	TSG	0.0333333333333333	0	0.246666666666667	1	1	109	6	38	1
Genitourinary	UTUC	Primary	ATM	TSG	0.08	0.153333333333333	0.04	21	4	114	9	6	2
Genitourinary	UTUC	Primary	ATRX	TSG	0.02	0.146666666666667	0.0466666666666667	23	1	119	4	8	1
Genitourinary	UTUC	Primary	BAP1	TSG	0.02	0.126666666666667	0.0733333333333333	20	1	118	4	12	1
Genitourinary	UTUC	Primary	BCOR	TSG	0.0266666666666667	0.113333333333333	0.0733333333333333	17	2	120	4	12	1
Genitourinary	UTUC	Primary	CDKN1A	TSG	0.0666666666666667	0.0733333333333333	0.106666666666667	11	2	115	10	17	1
Genitourinary	UTUC	Primary	CDKN2A	TSG	0.0733333333333333	0.42	0.0333333333333333	58	7	79	5	5	2
Genitourinary	UTUC	Primary	CREBBP	TSG	0.166666666666667	0.213333333333333	0.0133333333333333	30	4	95	23	3	1
Genitourinary	UTUC	Primary	CTNNB1	OG	0.02	0.1	0.113333333333333	16	1	116	4	18	1
Genitourinary	UTUC	Primary	EGFR	OG	0.0333333333333333	0.0333333333333333	0.166666666666667	6	1	118	4	24	3
Genitourinary	UTUC	Primary	ERBB2	OG	0.0666666666666667	0.04	0.113333333333333	7	1	119	10	17	2
Genitourinary	UTUC	Primary	ERCC2	TSG	0.02	0.02	0.113333333333333	4	1	128	4	18	1
Genitourinary	UTUC	Primary	EZH2	DFG	0.0133333333333333	0.0333333333333333	0.106666666666667	6	1	128	3	17	1
Genitourinary	UTUC	Primary	FAT1	TSG	0.0533333333333333	0.113333333333333	0.02	18	1	124	8	3	2
Genitourinary	UTUC	Primary	FGFR2	OG	0.0266666666666667	0.18	0.02	28	1	117	5	4	1
Genitourinary	UTUC	Primary	FGFR3	OG	0.333333333333333	0.06	0.113333333333333	9	2	86	40	8	11
Genitourinary	UTUC	Primary	FOXA1	DFG	0.0266666666666667	0.126666666666667	0.0533333333333333	20	1	120	5	9	1
Genitourinary	UTUC	Primary	FOXP1	DFG	0.08	0.126666666666667	0.0866666666666667	20	1	108	12	13	2
Genitourinary	UTUC	Primary	GRIN2A	TSG	0.0133333333333333	0.16	0.0333333333333333	25	1	120	3	6	1
Genitourinary	UTUC	Primary	HRAS	OG	0.126666666666667	0.166666666666667	0.04	25	2	105	16	4	4
Genitourinary	UTUC	Primary	JAK2	OG	0.0133333333333333	0.26	0.04	39	2	105	2	7	1
Genitourinary	UTUC	Primary	KDM5C	TSG	0.0133333333333333	0.16	0.0533333333333333	25	1	117	3	9	1
Genitourinary	UTUC	Primary	KDM6A	TSG	0.26	0.166666666666667	0.106666666666667	14	13	86	25	14	4
Genitourinary	UTUC	Primary	KMT2A	TSG	0.0533333333333333	0.173333333333333	0.02	27	1	114	9	4	1
Genitourinary	UTUC	Primary	KMT2B	TSG	0.0333333333333333	0.0133333333333333	0.133333333333333	3	1	125	5	20	2
Genitourinary	UTUC	Primary	KMT2C	TSG	0.133333333333333	0.04	0.106666666666667	7	1	111	19	15	3
Genitourinary	UTUC	Primary	MED12	DFG	0.02	0.14	0.0333333333333333	21	2	123	3	6	1
Genitourinary	UTUC	Primary	MITF	DFG	0.0133333333333333	0.12	0.08	19	1	119	3	13	1
Genitourinary	UTUC	Primary	NCOA3	OG	0.0133333333333333	0.02	0.26	4	1	107	3	40	1
Genitourinary	UTUC	Primary	NCOR1	TSG	0.0466666666666667	0.266666666666667	0.02	38	4	104	5	4	1
Genitourinary	UTUC	Primary	NF1	TSG	0.02	0.06	0.133333333333333	10	1	119	4	21	1
Genitourinary	UTUC	Primary	NFE2L2	OG	0.0133333333333333	0.126666666666667	0.0466666666666667	20	1	123	3	8	1
Genitourinary	UTUC	Primary	NOTCH1	DFG	0.0133333333333333	0.24	0.0133333333333333	37	1	111	3	3	1
Genitourinary	UTUC	Primary	NSD1	DFG	0.06	0.173333333333333	0.0266666666666667	26	2	113	9	5	1
Genitourinary	UTUC	Primary	PALB2	TSG	0.0133333333333333	0.12	0.0466666666666667	18	2	125	2	8	1
Genitourinary	UTUC	Primary	PBRM1	TSG	0.0266666666666667	0.133333333333333	0.08	20	2	116	4	13	1
Genitourinary	UTUC	Primary	PIK3CA	OG	0.18	0.00666666666666667	0.16	2	1	102	25	22	4
Genitourinary	UTUC	Primary	PPM1D	OG	0.0133333333333333	0.00666666666666667	0.113333333333333	2	1	131	3	18	1
Genitourinary	UTUC	Primary	PTEN	TSG	0.0533333333333333	0.166666666666667	0.0266666666666667	23	4	117	6	5	1
Genitourinary	UTUC	Primary	PTPRT	TSG	0.02	0.0266666666666667	0.24	5	1	108	4	37	1
Genitourinary	UTUC	Primary	RAD50	TSG	0.02	0.14	0.0266666666666667	22	1	123	4	5	1
Genitourinary	UTUC	Primary	RAD51B	TSG	0.0133333333333333	0.126666666666667	0.0666666666666667	20	1	120	3	11	1
Genitourinary	UTUC	Primary	RB1	TSG	0.0266666666666667	0.133333333333333	0.06	19	3	120	3	10	1
Genitourinary	UTUC	Primary	RBM10	TSG	0.04	0.153333333333333	0.0666666666666667	21	4	115	4	11	1
Genitourinary	UTUC	Primary	RNF43	TSG	0.0266666666666667	0.00666666666666667	0.12	2	1	128	5	19	1
Genitourinary	UTUC	Primary	SETD2	TSG	0.02	0.12	0.0866666666666667	18	2	118	3	14	1
Genitourinary	UTUC	Primary	SMAD2	TSG	0.0133333333333333	0.14	0.04	22	1	122	3	7	1
Genitourinary	UTUC	Primary	STAG2	TSG	0.106666666666667	0.113333333333333	0.0533333333333333	14	5	115	12	8	2
Genitourinary	UTUC	Primary	SUZ12	TSG	0.0133333333333333	0.08	0.12	13	1	119	3	19	1
Genitourinary	UTUC	Primary	TCF7L2	TSG	0.0133333333333333	0.186666666666667	0.0133333333333333	28	2	120	2	3	1
Genitourinary	UTUC	Primary	TERT	OG	0.593333333333333	0.0733333333333333	0.166666666666667	5	8	43	73	16	11
Genitourinary	UTUC	Primary	TGFBR2	TSG	0.0266666666666667	0.173333333333333	0.14	26	2	101	4	22	1
Genitourinary	UTUC	Primary	TP53	TSG	0.366666666666667	0.26	0.0266666666666667	20	21	74	35	4	2
Genitourinary	UTUC	Primary	TSC1	TSG	0.0466666666666667	0.253333333333333	0	37	3	108	6	1	1
Genitourinary	UTUC	Primary	TSC2	TSG	0.0133333333333333	0.146666666666667	0.0533333333333333	23	1	119	3	9	1
Genitourinary	UTUC	Metastasis	APC	TSG	0.0227272727272727	0.25	0.0227272727272727	11	2	33	1	2	1
Genitourinary	UTUC	Metastasis	ARID1B	TSG	0.0454545454545455	0.25	0.0227272727272727	12	1	31	3	2	1
Genitourinary	UTUC	Metastasis	ATM	TSG	0.0454545454545455	0.181818181818182	0.0227272727272727	8	2	35	2	2	1
Genitourinary	UTUC	Metastasis	BRCA2	TSG	0.0454545454545455	0.0227272727272727	0.113636363636364	2	1	38	2	5	2
Genitourinary	UTUC	Metastasis	CDKN1A	TSG	0.0681818181818182	0.0681818181818182	0.136363636363636	4	1	34	3	6	2
Genitourinary	UTUC	Metastasis	CREBBP	TSG	0.0909090909090909	0.25	0	11	2	31	4	1	1
Genitourinary	UTUC	Metastasis	DUSP4	TSG	0.0227272727272727	0.340909090909091	0.0227272727272727	15	2	29	1	2	1
Genitourinary	UTUC	Metastasis	EGFR	OG	0.0454545454545455	0.0227272727272727	0.159090909090909	2	1	35	3	8	1
Genitourinary	UTUC	Metastasis	EP300	TSG	0.0909090909090909	0.159090909090909	0.0909090909090909	8	1	30	5	5	1
Genitourinary	UTUC	Metastasis	EPHA7	DFG	0.0227272727272727	0.204545454545455	0.0454545454545455	10	1	34	1	2	2
Genitourinary	UTUC	Metastasis	ERBB2	OG	0.0227272727272727	0.0681818181818182	0.181818181818182	4	1	33	2	9	1
Genitourinary	UTUC	Metastasis	ERCC2	TSG	0.0227272727272727	0.0227272727272727	0.113636363636364	2	1	38	2	6	1
Genitourinary	UTUC	Metastasis	FAT1	TSG	0.0227272727272727	0.181818181818182	0	9	1	36	2	1	1
Genitourinary	UTUC	Metastasis	FBXW7	TSG	0.0227272727272727	0.159090909090909	0	8	1	37	2	1	1
Genitourinary	UTUC	Metastasis	FGFR3	OG	0.272727272727273	0.0909090909090909	0.159090909090909	5	1	25	10	5	4
Genitourinary	UTUC	Metastasis	HRAS	OG	0.0454545454545455	0.272727272727273	0	13	1	31	3	1	1
Genitourinary	UTUC	Metastasis	KDM5C	TSG	0.0227272727272727	0.181818181818182	0.0681818181818182	9	1	33	2	4	1
Genitourinary	UTUC	Metastasis	KDM6A	TSG	0.181818181818182	0.181818181818182	0.0681818181818182	7	3	29	6	3	2
Genitourinary	UTUC	Metastasis	KMT2A	TSG	0.0227272727272727	0.159090909090909	0.0227272727272727	8	1	36	2	2	1
Genitourinary	UTUC	Metastasis	MAP2K4	TSG	0.0227272727272727	0.272727272727273	0.0454545454545455	12	2	31	1	3	1
Genitourinary	UTUC	Metastasis	MSH2	TSG	0.0227272727272727	0	0.136363636363636	1	1	38	2	7	1
Genitourinary	UTUC	Metastasis	MTOR	OG	0.0227272727272727	0.0454545454545455	0.113636363636364	3	1	37	2	6	1
Genitourinary	UTUC	Metastasis	NOTCH1	DFG	0.0227272727272727	0.25	0.0681818181818182	11	2	31	1	4	1
Genitourinary	UTUC	Metastasis	NSD1	DFG	0.0227272727272727	0.272727272727273	0.0681818181818182	12	2	30	1	4	1
Genitourinary	UTUC	Metastasis	PBRM1	TSG	0.0227272727272727	0.204545454545455	0.0454545454545455	10	1	33	2	3	1
Genitourinary	UTUC	Metastasis	PIK3CA	OG	0.136363636363636	0.0227272727272727	0.227272727272727	2	1	32	3	7	5
Genitourinary	UTUC	Metastasis	PIK3R1	TSG	0.0227272727272727	0.295454545454545	0.0227272727272727	14	1	30	2	2	1
Genitourinary	UTUC	Metastasis	PTEN	TSG	0.0227272727272727	0.159090909090909	0.0227272727272727	8	1	36	2	2	1
Genitourinary	UTUC	Metastasis	PTPRT	TSG	0.0227272727272727	0.0227272727272727	0.340909090909091	2	1	29	1	15	2
Genitourinary	UTUC	Metastasis	RAD51D	TSG	0.0227272727272727	0.0227272727272727	0.136363636363636	1	2	38	1	7	1
Genitourinary	UTUC	Metastasis	RB1	TSG	0.0454545454545455	0.113636363636364	0.0681818181818182	4	3	37	1	4	1
Genitourinary	UTUC	Metastasis	RBM10	TSG	0.0454545454545455	0.181818181818182	0.0681818181818182	9	1	33	2	3	2
Genitourinary	UTUC	Metastasis	RIT1	OG	0.0227272727272727	0	0.272727272727273	1	1	32	2	13	1
Genitourinary	UTUC	Metastasis	SF3B1	OG	0.0227272727272727	0.181818181818182	0	8	2	37	1	1	1
Genitourinary	UTUC	Metastasis	SMAD3	TSG	0.0227272727272727	0.136363636363636	0.0681818181818182	6	2	36	1	4	1
Genitourinary	UTUC	Metastasis	SMARCA4	TSG	0.0227272727272727	0.0681818181818182	0.113636363636364	4	1	36	2	6	1
Genitourinary	UTUC	Metastasis	SMARCB1	TSG	0.0454545454545455	0.136363636363636	0.113636363636364	7	1	32	3	6	1
Genitourinary	UTUC	Metastasis	SPOP	TSG	0.0227272727272727	0.0454545454545455	0.113636363636364	3	1	37	2	6	1
Genitourinary	UTUC	Metastasis	STAG2	TSG	0.0227272727272727	0.227272727272727	0.0227272727272727	11	1	33	2	2	1
Genitourinary	UTUC	Metastasis	TERT	OG	0.454545454545455	0.0909090909090909	0.340909090909091	4	2	16	11	7	10
Genitourinary	UTUC	Metastasis	TP53	TSG	0.454545454545455	0.272727272727273	0.0454545454545455	8	6	16	16	3	1
Genitourinary	UTUC	Metastasis	TSC1	TSG	0.0681818181818182	0.25	0.0681818181818182	10	3	31	1	3	2
Genitourinary	UTUC	Metastasis	XPO1	OG	0.0227272727272727	0	0.113636363636364	1	1	39	2	6	1
Gynecologic	CCOV	Primary	ARID1A	TSG	0.716666666666667	0.116666666666667	0.0166666666666667	2	7	17	37	1	2
Gynecologic	CCOV	Primary	ATM	TSG	0.0166666666666667	0.183333333333333	0.0166666666666667	12	1	48	2	2	1
Gynecologic	CCOV	Primary	BARD1	TSG	0.0166666666666667	0.166666666666667	0	11	1	50	2	1	1
Gynecologic	CCOV	Primary	BCOR	TSG	0.0333333333333333	0.266666666666667	0.0333333333333333	17	1	42	2	2	2
Gynecologic	CCOV	Primary	BRCA1	TSG	0.0166666666666667	0.0333333333333333	0.25	2	2	44	1	16	1
Gynecologic	CCOV	Primary	BRCA2	TSG	0.0166666666666667	0.283333333333333	0	18	1	43	2	1	1
Gynecologic	CCOV	Primary	CDKN2A	TSG	0.0166666666666667	0.35	0.0166666666666667	21	2	39	1	2	1
Gynecologic	CCOV	Primary	CHEK2	TSG	0.0166666666666667	0.0166666666666667	0.166666666666667	2	1	49	2	11	1
Gynecologic	CCOV	Primary	CTCF	TSG	0.0166666666666667	0.15	0.0666666666666667	10	1	47	2	5	1
Gynecologic	CCOV	Primary	EP300	TSG	0.0166666666666667	0	0.133333333333333	1	1	52	2	9	1
Gynecologic	CCOV	Primary	FAT1	TSG	0.0166666666666667	0.183333333333333	0.0166666666666667	12	1	48	2	2	1
Gynecologic	CCOV	Primary	FOXO1	TSG	0.0166666666666667	0.283333333333333	0	18	1	43	2	1	1
Gynecologic	CCOV	Primary	GPS2	TSG	0.0166666666666667	0.25	0.0666666666666667	16	1	41	2	5	1
Gynecologic	CCOV	Primary	IDH1	OG	0.0166666666666667	0.15	0	10	1	51	2	1	1
Gynecologic	CCOV	Primary	INPP4B	TSG	0.0166666666666667	0.166666666666667	0.0166666666666667	11	1	49	2	2	1
Gynecologic	CCOV	Primary	KDM6A	TSG	0.0166666666666667	0.266666666666667	0.0333333333333333	17	1	42	2	3	1
Gynecologic	CCOV	Primary	KEAP1	TSG	0.0333333333333333	0.316666666666667	0.0166666666666667	18	3	41	1	2	1
Gynecologic	CCOV	Primary	KMT2B	TSG	0.0166666666666667	0.0833333333333333	0.15	6	1	46	2	10	1
Gynecologic	CCOV	Primary	NCOR1	TSG	0.0166666666666667	0.3	0.05	18	2	40	1	4	1
Gynecologic	CCOV	Primary	NF1	TSG	0.0166666666666667	0.05	0.283333333333333	4	1	40	2	18	1
Gynecologic	CCOV	Primary	PAX5	TSG	0.0166666666666667	0.283333333333333	0	18	1	43	2	1	1
Gynecologic	CCOV	Primary	PBRM1	TSG	0.0166666666666667	0.133333333333333	0.0666666666666667	9	1	48	2	5	1
Gynecologic	CCOV	Primary	PIK3CA	OG	0.533333333333333	0.0166666666666667	0.116666666666667	2	1	26	28	3	6
Gynecologic	CCOV	Primary	PTPRD	TSG	0.0166666666666667	0.35	0.0166666666666667	22	1	38	2	2	1
Gynecologic	CCOV	Primary	PTPRT	TSG	0.0333333333333333	0.0333333333333333	0.233333333333333	3	1	43	3	15	1
Gynecologic	CCOV	Primary	RB1	TSG	0.0166666666666667	0.283333333333333	0.0166666666666667	18	1	42	2	2	1
Gynecologic	CCOV	Primary	RRAS2	OG	0.0166666666666667	0.166666666666667	0	11	1	50	2	1	1
Gynecologic	CCOV	Primary	SMAD3	TSG	0.0166666666666667	0.15	0.0333333333333333	10	1	49	2	3	1
Gynecologic	CCOV	Primary	SMARCA4	TSG	0.0333333333333333	0.3	0.0333333333333333	19	1	39	3	3	1
Gynecologic	CCOV	Primary	SOX17	TSG	0.0166666666666667	0	0.533333333333333	1	1	28	2	33	1
Gynecologic	CCOV	Primary	SPOP	TSG	0.116666666666667	0.0166666666666667	0.333333333333333	2	1	36	5	18	4
Gynecologic	CCOV	Primary	SPRED1	TSG	0.0166666666666667	0.166666666666667	0	11	1	50	2	1	1
Gynecologic	CCOV	Primary	SUZ12	TSG	0.0166666666666667	0.0666666666666667	0.25	5	1	41	2	16	1
Gynecologic	CCOV	Primary	TP53	TSG	0.183333333333333	0.3	0.05	13	7	35	6	4	1
Gynecologic	CCOV	Primary	ZFHX3	TSG	0.0166666666666667	0.2	0.0333333333333333	13	1	46	2	3	1
Gynecologic	CCOV	Metastasis	ARID1A	TSG	0.555555555555556	0.222222222222222	0	7	3	11	19	1	1
Gynecologic	CCOV	Metastasis	ARID1B	TSG	0.0277777777777778	0.166666666666667	0.0277777777777778	7	1	29	2	2	1
Gynecologic	CCOV	Metastasis	ATM	TSG	0.0555555555555556	0.305555555555556	0	11	2	25	2	1	1
Gynecologic	CCOV	Metastasis	BRCA1	TSG	0.0277777777777778	0	0.138888888888889	1	1	31	2	6	1
Gynecologic	CCOV	Metastasis	FAT1	TSG	0.0277777777777778	0.25	0.0277777777777778	10	1	26	2	2	1
Gynecologic	CCOV	Metastasis	FGFR2	OG	0.0555555555555556	0.0277777777777778	0.166666666666667	2	1	28	3	7	1
Gynecologic	CCOV	Metastasis	KRAS	OG	0.166666666666667	0	0.111111111111111	1	1	28	6	4	2
Gynecologic	CCOV	Metastasis	MAP2K4	TSG	0.0277777777777778	0.333333333333333	0	13	1	24	2	1	1
Gynecologic	CCOV	Metastasis	MED12	DFG	0.0277777777777778	0.222222222222222	0.0277777777777778	9	1	27	2	2	1
Gynecologic	CCOV	Metastasis	NCOR1	TSG	0.0277777777777778	0.305555555555556	0	12	1	25	2	1	1
Gynecologic	CCOV	Metastasis	PIK3CA	OG	0.388888888888889	0	0.166666666666667	1	1	20	12	4	4
Gynecologic	CCOV	Metastasis	PTEN	TSG	0.0555555555555556	0.0277777777777778	0.166666666666667	2	1	28	3	7	1
Gynecologic	CCOV	Metastasis	SMARCA4	TSG	0.0555555555555556	0.194444444444444	0.0277777777777778	8	1	27	3	2	1
Gynecologic	CCOV	Metastasis	SOX17	TSG	0.0277777777777778	0.0277777777777778	0.361111111111111	2	1	22	2	14	1
Gynecologic	CCOV	Metastasis	SPOP	TSG	0.0833333333333333	0.0277777777777778	0.222222222222222	1	2	27	2	8	2
Gynecologic	CCOV	Metastasis	STK11	TSG	0.0277777777777778	0.194444444444444	0.0277777777777778	8	1	28	2	2	1
Gynecologic	CCOV	Metastasis	TP53	TSG	0.0833333333333333	0.361111111111111	0	14	1	21	4	1	1
Gynecologic	CESC	Primary	AKT1	OG	0.0151515151515152	0.0303030303030303	0.106060606060606	3	1	58	1	7	2
Gynecologic	CESC	Primary	ARID1A	TSG	0.0151515151515152	0.0757575757575758	0.151515151515152	5	2	52	1	11	1
Gynecologic	CESC	Primary	ASXL1	TSG	0.0303030303030303	0	0.181818181818182	1	1	53	3	13	1
Gynecologic	CESC	Primary	ASXL2	TSG	0.0454545454545455	0.0151515151515152	0.121212121212121	2	1	55	4	9	1
Gynecologic	CESC	Primary	ATRX	TSG	0.0454545454545455	0.151515151515152	0.0606060606060606	11	1	50	4	5	1
Gynecologic	CESC	Primary	BAP1	TSG	0.0606060606060606	0.454545454545455	0	27	5	37	1	1	1
Gynecologic	CESC	Primary	BCL6	OG	0.0151515151515152	0	0.696969696969697	1	1	21	1	46	2
Gynecologic	CESC	Primary	BCOR	TSG	0.0303030303030303	0.151515151515152	0.0909090909090909	10	2	50	2	7	1
Gynecologic	CESC	Primary	CCND1	OG	0.0151515151515152	0.136363636363636	0.0151515151515152	10	1	56	2	2	1
Gynecologic	CESC	Primary	CTNNB1	OG	0.0151515151515152	0.46969696969697	0	32	1	35	2	1	1
Gynecologic	CESC	Primary	EPHA7	DFG	0.0151515151515152	0.242424242424242	0.0151515151515152	17	1	49	2	2	1
Gynecologic	CESC	Primary	FAT1	TSG	0.0757575757575758	0.272727272727273	0	17	3	46	4	1	1
Gynecologic	CESC	Primary	FBXW7	TSG	0.121212121212121	0.227272727272727	0.0454545454545455	15	2	43	7	3	2
Gynecologic	CESC	Primary	FGFR2	OG	0.0151515151515152	0.106060606060606	0.0151515151515152	7	2	59	1	2	1
Gynecologic	CESC	Primary	FGFR3	OG	0.0151515151515152	0.424242424242424	0.0303030303030303	28	2	37	1	3	1
Gynecologic	CESC	Primary	JAK1	DFG	0.0303030303030303	0	0.121212121212121	1	1	57	3	9	1
Gynecologic	CESC	Primary	KDM6A	TSG	0.0151515151515152	0.166666666666667	0.121212121212121	12	1	47	2	9	1
Gynecologic	CESC	Primary	KEAP1	TSG	0.0151515151515152	0.136363636363636	0.0606060606060606	10	1	53	2	5	1
Gynecologic	CESC	Primary	KMT2C	TSG	0.0909090909090909	0.121212121212121	0.0454545454545455	8	2	51	6	4	1
Gynecologic	CESC	Primary	KRAS	OG	0.0151515151515152	0.136363636363636	0.0151515151515152	10	1	56	2	2	1
Gynecologic	CESC	Primary	LATS1	TSG	0.0454545454545455	0.303030303030303	0.0303030303030303	18	4	45	1	3	1
Gynecologic	CESC	Primary	MAX	TSG	0.0151515151515152	0	0.166666666666667	1	1	56	1	11	2
Gynecologic	CESC	Primary	MLH1	TSG	0.0151515151515152	0.46969696969697	0	32	1	35	2	1	1
Gynecologic	CESC	Primary	MSH6	TSG	0.0151515151515152	0.0303030303030303	0.106060606060606	2	2	58	1	8	1
Gynecologic	CESC	Primary	MTOR	OG	0.0151515151515152	0.0151515151515152	0.151515151515152	2	1	55	2	11	1
Gynecologic	CESC	Primary	NCOR1	TSG	0.0151515151515152	0.181818181818182	0	12	2	55	1	1	1
Gynecologic	CESC	Primary	NFE2L2	OG	0.0454545454545455	0.0151515151515152	0.121212121212121	2	1	55	4	9	1
Gynecologic	CESC	Primary	NOTCH3	DFG	0.0151515151515152	0.106060606060606	0.0454545454545455	8	1	56	2	4	1
Gynecologic	CESC	Primary	NSD1	DFG	0.0303030303030303	0.151515151515152	0.0303030303030303	10	2	54	2	3	1
Gynecologic	CESC	Primary	PARP1	TSG	0.0151515151515152	0	0.227272727272727	1	1	51	2	16	1
Gynecologic	CESC	Primary	PBRM1	TSG	0.0151515151515152	0.46969696969697	0	31	2	36	1	1	1
Gynecologic	CESC	Primary	PIK3CA	OG	0.348484848484849	0	0.712121212121212	1	1	12	9	33	16
Gynecologic	CESC	Primary	PIK3R1	TSG	0.0454545454545455	0.181818181818182	0.0303030303030303	12	2	51	3	3	1
Gynecologic	CESC	Primary	PPP2R1A	TSG	0.0151515151515152	0.106060606060606	0.121212121212121	8	1	51	2	9	1
Gynecologic	CESC	Primary	PTEN	TSG	0.0909090909090909	0.121212121212121	0	6	4	56	4	1	1
Gynecologic	CESC	Primary	PTPRD	TSG	0.0303030303030303	0.181818181818182	0.0606060606060606	13	1	49	3	5	1
Gynecologic	CESC	Primary	RASA1	TSG	0.0151515151515152	0.212121212121212	0.0151515151515152	14	2	52	1	2	1
Gynecologic	CESC	Primary	RB1	TSG	0.0757575757575758	0.272727272727273	0.0303030303030303	17	3	44	4	3	1
Gynecologic	CESC	Primary	RECQL4	TSG	0.0151515151515152	0.0151515151515152	0.227272727272727	2	1	51	1	15	2
Gynecologic	CESC	Primary	SMAD4	TSG	0.0303030303030303	0.166666666666667	0.0303030303030303	11	2	53	2	3	1
Gynecologic	CESC	Primary	SPEN	TSG	0.0151515151515152	0.0151515151515152	0.166666666666667	2	1	54	2	12	1
Gynecologic	CESC	Primary	STK11	TSG	0.0303030303030303	0.242424242424242	0	16	2	50	2	1	1
Gynecologic	CESC	Primary	TERT	OG	0.121212121212121	0.0757575757575758	0.257575757575758	6	1	39	7	16	3
Gynecologic	CESC	Primary	TET2	TSG	0.0151515151515152	0.227272727272727	0.0151515151515152	16	1	50	2	2	1
Gynecologic	CESC	Primary	TGFBR2	TSG	0.0454545454545455	0.5	0	32	3	33	2	1	1
Gynecologic	CESC	Primary	TP53	TSG	0.0303030303030303	0.212121212121212	0	15	1	51	3	1	1
Gynecologic	CESC	Metastasis	AKT1	OG	0.027027027027027	0.0810810810810811	0.135135135135135	4	1	29	2	6	1
Gynecologic	CESC	Metastasis	ATRX	TSG	0.027027027027027	0.108108108108108	0.027027027027027	5	1	32	2	2	1
Gynecologic	CESC	Metastasis	BAP1	TSG	0.027027027027027	0.432432432432432	0	17	1	21	2	1	1
Gynecologic	CESC	Metastasis	CTNNB1	OG	0.0540540540540541	0.378378378378378	0	14	2	23	2	1	1
Gynecologic	CESC	Metastasis	EP300	TSG	0.0810810810810811	0.108108108108108	0.027027027027027	5	1	30	4	2	1
